Duration,Checking account,Credit amount,Purpose,Job,Sex,data_source,Saving accounts,Housing,Risk,Age,Unnamed: 0
60.0,little,7297,business,2.0,male,kaggle,,rent,bad,36,973.0
36.0,little,8335,car,2.0,male,kaggle,,free,bad,47,828.0
12.0,little,2246,furniture/equipment,2.0,male,kaggle,little,own,bad,60,589.0
15.0,little,1845,furniture/equipment,2.0,female,kaggle,little,rent,good,46,944.0
24.0,moderate,4057,furniture/equipment,2.0,male,kaggle,little,own,bad,43,884.0
18.0,moderate,3244,furniture/equipment,2.0,female,kaggle,little,own,good,33,189.0
10.0,,2848,car,2.0,male,kaggle,moderate,own,good,32,916.0
12.0,little,709,radio/TV,1.0,male,kaggle,little,own,bad,57,849.0
30.0,moderate,5234,car,3.0,male,kaggle,little,own,bad,28,9.0
12.0,moderate,2002,car,2.0,male,kaggle,little,rent,good,30,923.0
18.0,moderate,1795,radio/TV,1.0,female,kaggle,little,rent,good,48,801.0
24.0,,5433,car,3.0,female,kaggle,,rent,good,26,572.0
6.0,little,1957,radio/TV,2.0,female,kaggle,little,own,good,31,393.0
24.0,,6313,car,3.0,male,kaggle,,own,good,41,791.0
24.0,,1940,car,2.0,male,kaggle,rich,own,good,60,781.0
6.0,little,4716,car,1.0,male,kaggle,,own,good,44,693.0
6.0,,660,repairs,1.0,male,kaggle,quite rich,rent,good,23,436.0
15.0,rich,2687,business,2.0,male,kaggle,little,rent,good,26,512.0
9.0,moderate,3195,car,1.0,female,kaggle,,own,good,33,909.0
18.0,,,car,,,kaggle,,,good,,
21.0,,3275,car,3.0,male,kaggle,little,own,good,36,772.0
,,,,,,kaggle,,,bad,37,563.0
60.0,,6527,car,2.0,male,kaggle,,free,good,34,685.0
24.0,,3621,radio/TV,2.0,male,kaggle,moderate,own,bad,31,
48.0,little,4308,business,2.0,female,kaggle,little,rent,bad,24,11.0
,,1309,car,1.0,male,kaggle,,own,bad,,505.0
12.0,moderate,841,business,1.0,female,kaggle,moderate,rent,good,23,752.0
15.0,,2788,furniture/equipment,2.0,female,kaggle,little,own,good,24,575.0
15.0,rich,2327,radio/TV,1.0,female,kaggle,little,own,bad,25,834.0
24.0,little,1747,furniture/equipment,1.0,male,kaggle,little,own,good,24,930.0
,,,,2.0,female,kaggle,rich,rent,,57,482.0
18.0,little,3114,furniture/equipment,2.0,female,kaggle,little,rent,bad,26,475.0
12.0,,1542,business,2.0,male,kaggle,little,own,good,36,365.0
30.0,rich,3017,radio/TV,2.0,male,kaggle,little,own,good,47,669.0
27.0,moderate,5965,car,3.0,male,kaggle,little,own,good,30,51.0
,,,,2.0,male,kaggle,little,own,,44,479.0
9.0,moderate,276,car,1.0,male,kaggle,little,rent,good,22,309.0
21.0,little,3763,car,1.0,male,kaggle,,own,good,24,906.0
12.0,,1386,car,2.0,female,kaggle,quite rich,own,,26,647.0
36.0,little,2712,furniture/equipment,2.0,male,kaggle,little,own,bad,41,822.0
36.0,moderate,2384,repairs,1.0,male,kaggle,little,rent,bad,33,583.0
24.0,little,3234,furniture/equipment,1.0,female,kaggle,little,rent,bad,23,570.0
36.0,little,987657,education,3.0,female,kaggle,little,own,bad,25,771.0
15.0,,1471,radio/TV,2.0,male,kaggle,little,free,good,35,852.0
24.0,,3488,car,2.0,female,kaggle,moderate,own,good,23,523.0
36.0,rich,5848,radio/TV,2.0,male,kaggle,little,own,good,24,152.0
30.0,,5771,radio/TV,2.0,female,kaggle,little,own,good,25,753.0
,,,,3.0,male,kaggle,little,own,,47,485.0
24.0,moderate,1216,,2.0,male,kaggle,moderate,own,,38,503.0
24.0,little,2303,car,2.0,male,kaggle,little,own,bad,45,652.0
12.0,little,1344,car,1.0,male,kaggle,little,own,good,43,929.0
30.0,,4530,radio/TV,3.0,female,kaggle,little,rent,good,26,675.0
12.0,,701,education,2.0,male,kaggle,little,own,good,32,318.0
33.0,,7253,car,3.0,male,kaggle,little,own,good,35,411.0
12.0,moderate,1223,car,2.0,male,kaggle,little,rent,bad,46,398.0
24.0,,8648,business,2.0,male,kaggle,little,own,bad,27,402.0
9.0,,1388,furniture/equipment,2.0,female,kaggle,little,rent,good,26,582.0
48.0,moderate,18424,vacation/others,3.0,female,kaggle,little,own,bad,32,915.0
60.0,,10366,car,3.0,male,kaggle,little,own,good,42,672.0
24.0,,2028,furniture/equipment,1.0,male,kaggle,little,own,good,30,984.0
24.0,,3430,radio/TV,2.0,male,kaggle,quite rich,own,good,31,19.0
18.0,moderate,4439,business,3.0,male,kaggle,little,own,good,33,343.0
36.0,,6614,car,3.0,male,kaggle,little,own,good,34,888.0
30.0,moderate,2181,car,2.0,male,kaggle,,own,good,36,882.0
12.0,moderate,1223,car,2.0,male,kaggle,little,rent,bad,46,398.0
12.0,,2133,car,3.0,female,kaggle,,free,good,52,584.0
27.0,moderate,2528,business,2.0,female,kaggle,little,own,good,32,704.0
,,3914,,2.0,male,kaggle,,own,bad,38,622.0
9.0,little,1422,car,3.0,male,kaggle,little,free,bad,27,878.0
24.0,little,6419,car,3.0,female,kaggle,little,free,good,44,292.0
6.0,moderate,433,education,2.0,female,kaggle,rich,rent,bad,24,721.0
30.0,,6742,radio/TV,2.0,male,kaggle,,own,good,36,879.0
36.0,,3535,car,2.0,male,kaggle,little,own,good,37,776.0
24.0,little,1231,radio/TV,3.0,female,kaggle,rich,rent,good,57,955.0
36.0,moderate,4795,radio/TV,3.0,female,kaggle,little,own,good,30,141.0
48.0,little,7119,furniture/equipment,2.0,male,kaggle,little,free,bad,53,522.0
12.0,,2096,education,1.0,male,kaggle,little,own,good,49,2.0
21.0,moderate,1188,business,2.0,female,kaggle,little,own,bad,39,790.0
12.0,moderate,2930,radio/TV,2.0,female,kaggle,little,own,good,27,576.0
18.0,moderate,866,radio/TV,1.0,male,kaggle,little,own,good,25,233.0
10.0,moderate,1521,furniture/equipment,1.0,male,kaggle,little,own,good,31,339.0
12.0,,776,radio/TV,2.0,male,kaggle,little,own,good,28,358.0
12.0,,3565,education,1.0,male,kaggle,,own,good,37,990.0
12.0,little,697,car,2.0,male,kaggle,little,own,bad,46,925.0
15.0,moderate,802,radio/TV,2.0,male,kaggle,little,own,bad,37,265.0
18.0,,2320,radio/TV,2.0,male,kaggle,little,own,good,34,376.0
12.0,moderate,766,radio/TV,1.0,male,kaggle,quite rich,own,bad,66,137.0
24.0,moderate,4736,furniture/equipment,1.0,female,kaggle,little,own,bad,25,911.0
12.0,rich,609,business,0.0,female,kaggle,little,own,bad,26,439.0
12.0,,1402,furniture/equipment,2.0,female,kaggle,quite rich,rent,good,37,271.0
12.0,,1493,radio/TV,2.0,,kaggle,little,own,good,34,638.0
42.0,moderate,5954,business,1.0,female,kaggle,little,own,good,41,73.0
12.0,,3447,education,1.0,female,kaggle,quite rich,own,good,35,244.0
,,,,2.0,male,kaggle,little,own,,26,481.0
39.0,,2569,car,2.0,male,kaggle,quite rich,own,good,24,476.0
42.0,little,4370,radio/TV,2.0,male,kaggle,little,own,bad,26,639.0
18.0,little,1131,furniture/equipment,2.0,female,kaggle,little,own,bad,33,166.0
12.0,little,1657,furniture/equipment,2.0,male,kaggle,little,own,good,27,260.0
24.0,,6313,car,3.0,male,kaggle,,own,good,41,791.0
6.0,,1238,education,3.0,male,kaggle,,own,good,36,473.0
15.0,moderate,1264,car,2.0,male,kaggle,moderate,rent,bad,25,979.0
36.0,moderate,2671,radio/TV,2.0,female,kaggle,moderate,free,bad,50,607.0
36.0,,5842,car,2.0,male,kaggle,,own,good,35,415.0
48.0,moderate,3060,radio/TV,2.0,male,kaggle,little,own,bad,28,273.0
15.0,little,3959,car,2.0,female,kaggle,little,own,bad,29,858.0
39.0,moderate,4933,radio/TV,2.0,male,kaggle,little,own,bad,25,780.0
24.0,,9277,car,2.0,male,kaggle,,free,good,48,881.0
6.0,little,666,car,1.0,female,kaggle,rich,own,good,39,250.0
10.0,,1597,car,1.0,male,kaggle,quite rich,,good,40,413.0
6.0,little,1872,furniture/equipment,3.0,male,kaggle,little,free,good,36,432.0
42.0,little,3394,repairs,0.0,male,kaggle,little,own,good,65,438.0
10.0,,894,education,2.0,female,kaggle,,own,good,40,856.0
48.0,moderate,5381,vacation/others,0.0,male,kaggle,,free,good,40,310.0
36.0,moderate,2384,repairs,1.0,male,kaggle,little,rent,bad,33,583.0
36.0,moderate,987875643454698,car,2.0,male,kaggle,little,own,good,34,893.0
21.0,,2782,car,3.0,female,kaggle,quite rich,own,good,31,418.0
18.0,moderate,2779,car,2.0,male,kaggle,little,rent,good,21,425.0
30.0,moderate,1919,radio/TV,3.0,male,kaggle,moderate,own,bad,30,935.0
24.0,,1282,radio/TV,1.0,female,kaggle,moderate,own,bad,32,15.0
36.0,,5742,business,2.0,male,kaggle,moderate,own,good,31,671.0
6.0,moderate,433,education,2.0,female,kaggle,rich,rent,bad,24,721.0
6.0,rich,1323,car,2.0,male,kaggle,moderate,own,,28,499.0
6.0,little,1198,education,2.0,female,kaggle,little,free,bad,35,711.0
48.0,,4844,,3.0,male,kaggle,little,rent,bad,33,981.0
6.0,,1743,business,1.0,male,kaggle,moderate,own,good,34,348.0
36.0,little,6229,furniture/equipment,1.0,female,kaggle,little,rent,bad,23,59.0
,,7980,,2.0,male,kaggle,,rent,bad,27,645.0
24.0,,1249,car,2.0,male,kaggle,little,own,good,28,847.0
15.0,,1532,education,2.0,female,kaggle,moderate,own,good,31,526.0
24.0,,2197,car,2.0,,kaggle,,own,good,43,406.0
6.0,,1766,furniture/equipment,2.0,male,kaggle,little,rent,good,21,363.0
18.0,moderate,2427,business,2.0,male,kaggle,,own,good,42,977.0
21.0,little,1647,car,1.0,male,kaggle,,own,bad,40,182.0
15.0,,1433,furniture/equipment,2.0,female,kaggle,little,rent,good,25,985.0
24.0,little,1024,radio/TV,2.0,male,kaggle,little,own,bad,48,289.0
15.0,little,950,car,2.0,353546,kaggle,little,rent,bad,33,170.0
36.0,moderate,9857,business,1.0,male,kaggle,moderate,own,good,31,684.0
18.0,moderate,1042,car,2.0,female,kaggle,,own,bad,33,419.0
16.0,moderate,1175,car,0.0,male,kaggle,little,free,good,68,187.0
36.0,little,9629,car,2.0,male,kaggle,little,own,bad,24,812.0
16.0,moderate,1175,car,0.0,male,kaggle,little,free,good,68,187.0
12.0,,640,car,1.0,male,kaggle,little,own,good,49,619.0
30.0,moderate,4221,business,2.0,female,kaggle,little,own,good,28,658.0
10.0,,1924,radio/TV,2.0,male,kaggle,little,own,good,38,151.0
24.0,moderate,3512,car,2.0,male,kaggle,moderate,own,good,38,158.0
36.0,,2862,car,,,kaggle,,,good,,687.0
48.0,moderate,12169,car,3.0,male,kaggle,,free,good,36,272.0
18.0,,1808,furniture/equipment,2.0,female,kaggle,little,own,bad,22,614.0
6.0,,3518,car,2.0,male,kaggle,little,rent,good,26,489.0
12.0,little,1274,car,1.0,female,kaggle,little,own,bad,37,747.0
9.0,,1224,car,2.0,male,kaggle,little,own,good,30,932.0
12.0,,2390,car,2.0,male,kaggle,,own,good,50,994.0
15.0,little,1721,car,2.0,male,kaggle,little,own,good,36,461.0
18.0,,6070,radio/TV,2.0,male,kaggle,little,own,good,33,371.0
24.0,,,radio/TV,,,kaggle,,,bad,,
12.0,,707,3,2.0,male,kaggle,little,own,56,30,222.0
24.0,moderate,2718,car,1.0,female,kaggle,little,rent,bad,20,593.0
18.0,moderate,1056,car,2.0,male,kaggle,little,own,bad,30,580.0
27.0,little,2442,business,3.0,male,kaggle,little,own,good,43,890.0
36.0,moderate,2862,car,2.0,male,kaggle,moderate,free,good,30,687.0
24.0,little,7721,furniture/equipment,2.0,female,kaggle,,own,good,30,108.0
27.0,,8613,car,2.0,male,kaggle,rich,own,good,27,136.0
42.0,,4042,furniture/equipment,2.0,male,kaggle,quite rich,own,good,36,628.0
24.0,little,4110,furniture/equipment,2.0,male,kaggle,little,rent,bad,23,334.0
30.0,moderate,2991,radio/TV,2.0,female,kaggle,,own,good,25,912.0
48.0,little,4605,car,2.0,male,kaggle,little,free,bad,24,242.0
21.0,,2241,furniture/equipment,2.0,male,kaggle,little,own,good,50,662.0
48.0,little,6999,radio/TV,2.0,male,kaggle,little,own,bad,34,552.0
18.0,,629,radio/TV,3.0,male,kaggle,quite rich,own,good,32,710.0
24.0,little,1285,car,2.0,female,kaggle,,rent,bad,32,755.0
15.0,,3594,car,1.0,female,kaggle,little,own,good,46,908.0
48.0,little,3931,car,2.0,male,kaggle,little,free,bad,46,814.0
24.0,little,2924,car,2.0,male,kaggle,little,own,good,63,465.0
18.0,little,5302,car,3.0,male,kaggle,little,free,good,36,262.0
21.0,rich,2923,car,3.0,female,kaggle,moderate,own,good,28,982.0
42.0,rich,4796,car,2.0,male,kaggle,little,free,good,56,293.0
48.0,moderate,6681,business,2.0,male,kaggle,,free,good,38,829.0
15.0,rich,1905,education,3.0,male,kaggle,little,rent,good,40,699.0
24.0,little,1747,furniture/equipment,1.0,male,kaggle,little,own,good,24,930.0
,,,,,,kaggle,,,good,23,565.0
12.0,,3331,furniture/equipment,2.0,male,kaggle,little,own,good,42,867.0
12.0,,2073,radio/TV,2.0,female,kaggle,moderate,own,good,28,49.0
48.0,moderate,6416,business,2.0,female,kaggle,little,rent,bad,59,728.0
6.0,,1338,domestic appliances,2.0,male,kaggle,quite rich,own,good,62,816.0
30.0,little,11998,repairs,1.0,male,kaggle,little,own,bad,34,274.0
24.0,moderate,2064,furniture/equipment,3.0,female,kaggle,little,own,bad,34,172.0
15.0,,2221,furniture/equipment,2.0,female,kaggle,quite rich,rent,good,20,865.0
36.0,moderate,,radio/TV,2.0,male,kaggle,little,rent,good,24,101.0
24.0,,2835,furniture/equipment,2.0,male,kaggle,quite rich,own,good,53,6.0
12.0,moderate,6078,car,2.0,male,kaggle,little,own,good,32,107.0
12.0,,804,radio/TV,2.0,male,kaggle,little,own,good,38,997.0
36.0,little,9271,car,2.0,male,kaggle,little,own,bad,24,805.0
6.0,,1538,education,2.0,female,kaggle,little,own,good,56,680.0
36.0,little,9629,car,2.0,male,kaggle,little,own,bad,24,812.0
15.0,,1262,domestic appliances,2.0,male,kaggle,quite rich,own,good,36,162.0
24.0,rich,2892,furniture/equipment,2.0,male,kaggle,little,free,good,51,793.0
24.0,,7814,car,3.0,male,kaggle,little,own,good,38,880.0
21.0,,2476,car,3.0,male,kaggle,,own,good,46,712.0
8.0,little,1164,vacation/others,3.0,male,kaggle,little,free,good,51,72.0
60.0,,10366,car,3.0,male,kaggle,little,own,good,42,672.0
6.0,little,14896,car,3.0,male,kaggle,little,own,bad,68,917.0
24.0,moderate,1201,car,2.0,male,kaggle,little,own,good,26,481.0
36.0,,7855,car,2.0,female,kaggle,little,own,bad,25,113.0
15.0,,3343,furniture/equipment,2.0,male,kaggle,little,free,good,28,857.0
6.0,,,radio/TV,,,kaggle,,,good,29,451.0
24.0,little,1382,business,2.0,male,kaggle,moderate,own,good,26,872.0
24.0,,2039,radio/TV,2.0,male,kaggle,little,own,bad,,405.0
15.0,rich,1271,radio/TV,2.0,male,kaggle,,free,bad,39,757.0
24.0,,2679,car,3.0,female,kaggle,little,own,good,29,455.0
,little,7476,,3.0,male,kaggle,little,free,good,50,650.0
20.0,little,4272,furniture/equipment,2.0,female,kaggle,little,own,good,24,802.0
30.0,rich,1908,business,3.0,male,kaggle,little,own,bad,66,213.0
24.0,little,2483,furniture/equipment,2.0,male,kaggle,quite rich,own,good,22,743.0
6.0,moderate,590,radio/TV,1.0,male,kaggle,little,own,good,26,806.0
18.0,,3780,furniture/equipment,3.0,male,kaggle,little,own,good,35,824.0
60.0,moderate,,car,3.0,female,kaggle,moderate,own,bad,24,332.0
6.0,rich,1343,car,2.0,male,kaggle,little,own,good,46,871.0
36.0,little,5371,furniture/equipment,2.0,male,kaggle,little,own,good,28,148.0
24.0,moderate,3069,furniture/equipment,2.0,male,kaggle,moderate,free,good,30,959.0
36.0,,1819,education,2.0,male,kaggle,little,free,bad,37,68.0
24.0,moderate,2896,radio/TV,2.0,male,kaggle,moderate,own,good,29,692.0
36.0,little,15857,vacation/others,3.0,male,kaggle,little,own,good,43,818.0
12.0,little,1168,car,1.0,male,kaggle,little,own,good,27,201.0
36.0,,3595,radio/TV,2.0,male,kaggle,little,own,good,28,877.0
18.0,,1055,car,2.0,female,kaggle,little,own,good,30,161.0
48.0,little,6331,car,2.0,male,kaggle,little,free,bad,46,701.0
8.0,,,radio/TV,,,kaggle,,,good,,
48.0,,12749,radio/TV,3.0,male,kaggle,quite rich,own,good,37,921.0
12.0,little,1107,radio/TV,3.0,male,kaggle,little,rent,good,20,905.0
39.0,moderate,4933,radio/TV,2.0,male,kaggle,little,own,bad,25,780.0
6.0,little,14896,car,3.0,male,kaggle,little,own,bad,68,917.0
9.0,moderate,918,furniture/equipment,2.0,female,kaggle,little,own,bad,30,601.0
60.0,,6527,car,2.0,male,kaggle,,free,good,34,685.0
11.0,moderate,1577,furniture/equipment,2.0,female,kaggle,rich,own,good,20,167.0
24.0,moderate,6403,radio/TV,2.0,male,kaggle,little,own,good,33,730.0
10.0,,2210,furniture/equipment,1.0,male,kaggle,little,rent,bad,25,864.0
6.0,,426,radio/TV,1.0,,kaggle,little,own,good,39,26.0
48.0,moderate,6224,education,2.0,male,kaggle,little,free,bad,50,788.0
36.0,,10974,furniture/equipment,3.0,female,kaggle,little,own,bad,26,953.0
12.0,,804,radio/TV,2.0,male,kaggle,little,own,good,38,997.0
18.0,moderate,1887,business,2.0,male,kaggle,,own,good,28,401.0
42.0,little,3965,radio/TV,2.0,male,kaggle,little,own,bad,34,76.0
48.0,moderate,6560,car,2.0,male,kaggle,moderate,own,bad,24,706.0
30.0,moderate,2503,business,2.0,male,kaggle,moderate,own,good,41,703.0
12.0,moderate,1158,radio/TV,2.0,male,kaggle,quite rich,own,good,26,41.0
36.0,,7678,furniture/equipment,2.0,female,kaggle,quite rich,own,good,40,870.0
36.0,rich,5848,radio/TV,2.0,male,kaggle,little,own,good,24,152.0
18.0,little,1345,radio/TV,2.0,male,kaggle,little,own,bad,26,819.0
4.0,,,car,,,kaggle,,,good,,
15.0,,1300,car,2.0,male,kaggle,,free,good,45,609.0
24.0,moderate,11328,vacation/others,3.0,male,kaggle,little,own,bad,29,431.0
24.0,,1376,radio/TV,2.0,female,kaggle,quite rich,own,good,28,
18.0,little,7511,car,2.0,male,kaggle,,free,bad,51,796.0
30.0,,2333,radio/TV,3.0,male,kaggle,quite rich,own,good,30,40.0
6.0,moderate,368,radio/TV,2.0,male,kaggle,,own,good,38,493.0
6.0,moderate,14555,car,0.0,male,kaggle,,own,bad,23,236.0
6.0,,1750,radio/TV,1.0,male,kaggle,quite rich,own,good,45,551.0
24.0,,5507,repairs,2.0,male,kaggle,little,free,good,44,520.0
15.0,rich,392,education,2.0,female,kaggle,little,rent,good,23,111.0
9.0,rich,1337,radio/TV,3.0,male,kaggle,little,own,bad,34,720.0
18.0,moderate,4439,business,3.0,male,kaggle,little,own,good,33,343.0
24.0,,,business,,,kaggle,,,good,,
18.0,,,car,,,kaggle,,,good,,
18.0,little,1553,furniture/equipment,2.0,male,kaggle,little,own,bad,44,631.0
54.0,moderate,15945,business,2.0,male,kaggle,little,rent,bad,58,95.0
21.0,,1572,business,1.0,female,kaggle,rich,own,good,36,592.0
12.0,,926,car,0.0,female,kaggle,little,own,good,38,697.0
24.0,,6842,car,3.0,male,kaggle,,own,good,46,939.0
6.0,moderate,2063,radio/TV,3.0,male,kaggle,little,rent,good,30,937.0
24.0,,1278,radio/TV,3.0,male,kaggle,little,own,good,36,904.0
20.0,little,2212,furniture/equipment,2.0,male,kaggle,,own,good,39,380.0
30.0,moderate,2991,radio/TV,2.0,female,kaggle,,own,good,25,912.0
36.0,moderate,6948,car,3.0,male,kaggle,little,rent,good,35,7.0
24.0,,5804,car,2.0,male,kaggle,rich,own,good,27,860.0
48.0,moderate,9960,furniture/equipment,2.0,female,kaggle,little,own,bad,26,295.0
24.0,moderate,3758,radio/TV,0.0,female,kaggle,quite rich,rent,good,23,347.0
48.0,moderate,6560,car,2.0,male,kaggle,moderate,own,bad,24,706.0
39.0,,8588,car,3.0,male,kaggle,moderate,own,good,45,509.0
13.0,little,1797,business,1.0,male,kaggle,little,own,good,28,745.0
18.0,,2662,car,2.0,male,kaggle,,own,good,32,270.0
24.0,rich,3617,furniture/equipment,2.0,male,kaggle,,rent,good,20,93.0
12.0,moderate,585,radio/TV,2.0,,kaggle,little,,,20,513.0
,,1213,radio/TV,2.0,male,kaggle,quite rich,own,good,47,81.0
24.0,,,car,,,kaggle,,,bad,,
24.0,little,3161,business,2.0,male,kaggle,little,rent,bad,31,914.0
6.0,,1554,radio/TV,2.0,female,kaggle,little,rent,good,24,817.0
11.0,,1154,radio/TV,1.0,female,kaggle,moderate,own,good,57,259.0
6.0,,1346,radio/TV,2.0,male,kaggle,moderate,free,good,42,150.0
12.0,rich,1480,car,0.0,male,kaggle,quite rich,free,good,66,774.0
6.0,moderate,1068,radio/TV,2.0,male,kaggle,little,own,good,28,329.0
24.0,,2835,furniture/equipment,2.0,male,kaggle,quite rich,own,good,53,6.0
4.0,,1455,car,1.0,male,kaggle,little,own,good,42,943.0
24.0,,1927,education,2.0,female,kaggle,,own,good,33,577.0
18.0,little,4153,furniture/equipment,2.0,male,kaggle,little,own,bad,42,899.0
9.0,moderate,3195,car,1.0,female,kaggle,,own,good,33,909.0
33.0,,2764,business,2.0,female,kaggle,little,own,good,26,468.0
36.0,moderate,4455,business,3.0,male,kaggle,little,own,bad,30,181.0
36.0,,34642,car,2.0,male,kaggle,quite rich,own,good,hgd,164.0
6.0,,518,radio/TV,2.0,female,kaggle,little,own,good,29,451.0
12.0,,1934,radio/TV,2.0,male,kaggle,little,own,good,26,490.0
24.0,little,2957,car,2.0,male,kaggle,little,own,good,63,838.0
6.0,little,1198,education,2.0,female,kaggle,little,free,bad,35,711.0
21.0,,2288,furniture/equipment,2.0,female,kaggle,little,own,good,23,144.0
18.0,,1453,radio/TV,2.0,female,kaggle,little,own,good,26,679.0
6.0,,700,radio/TV,2.0,male,kaggle,,free,,36,519.0
24.0,little,3345,furniture/equipment,3.0,male,kaggle,little,rent,bad,39,919.0
12.0,rich,3399,radio/TV,3.0,male,kaggle,,own,good,37,361.0
12.0,little,6199,radio/TV,2.0,male,kaggle,little,rent,bad,28,353.0
6.0,little,338,radio/TV,2.0,male,kaggle,quite rich,own,good,52,177.0
48.0,little,3051,domestic appliances,2.0,male,kaggle,little,own,bad,54,813.0
24.0,,1525,car,2.0,female,kaggle,rich,own,good,34,327.0
20.0,moderate,2629,vacation/others,2.0,male,kaggle,little,own,good,29,442.0
18.0,,3378,car,2.0,male,kaggle,,own,good,31,53.0
18.0,,2169,business,2.0,male,kaggle,little,own,bad,28,861.0
45.0,little,11816,business,2.0,male,kaggle,little,rent,bad,29,832.0
6.0,little,,furniture/equipment,3.0,male,kaggle,little,rent,bad,44,335.0
15.0,rich,1271,radio/TV,2.0,male,kaggle,,free,bad,39,757.0
18.0,moderate,1295,furniture/equipment,2.0,female,kaggle,little,own,good,27,86.0
,,,,2.0,female,kaggle,quite rich,rent,,28,
18.0,little,3509,radio/TV,2.0,female,kaggle,little,own,good,25,777.0
30.0,,1867,radio/TV,2.0,male,kaggle,,own,good,58,928.0
36.0,,,car,,,kaggle,,,bad,,
12.0,moderate,685,car,1.0,male,kaggle,little,own,bad,25,313.0
6.0,moderate,753,radio/TV,2.0,female,kaggle,little,own,good,64,976.0
45.0,moderate,4746,radio/TV,1.0,male,kaggle,little,own,bad,25,35.0
36.0,,7855,car,2.0,female,kaggle,little,own,bad,25,113.0
24.0,,1474,car,2.0,male,kaggle,moderate,own,good,33,855.0
13.0,,1409,radio/TV,2.0,female,kaggle,moderate,,good,64,987.0
18.0,,1950,business,2.0,male,kaggle,little,own,good,34,464.0
12.0,little,759,car,2.0,male,kaggle,,own,bad,26,510.0
72.0,moderate,5595,radio/TV,2.0,male,kaggle,moderate,own,bad,24,677.0
